SMILES,uniprot_id1,uniprot_id2,scores,5AAN,id,qeppi,sas,tox,bbbp,model,docking 5AAN,docking 6QI4,6QI4
C[C@H](c1ccc(-c2ccc(Br)c([S@](C)=O)c2)c(-c2ccccc2N)c1)[C@H](N)C=O,P62166,Q9NPQ8,0.2987354338437277,-6.52712,208_ric8_virtual_library,0.9444235967352056,3.8447197172060976,0.0,1,Freed2,-7.5,-8.1,-7.49406
NC(=O)c1ccc(C(=O)C[C@@H]2CCC(=O)N2)c(-c2ccc3c(c2)OCCO3)c1,P62166,Q9NPQ8,0.2080880345874889,-6.5241,342_ric8_virtual_library,0.799963991489806,2.9956185001974074,0.0,1,Freed2,-7.8,-7.8,-5.93212
CC[C@@H]([NH3+])C(=O)NC(=O)c1ccc(C(=O)C(N)=O)cc1-c1occc1Br,P62166,Q9NPQ8,0.1818448457072676,-6.51786,81_ric8_virtual_library,0.6599853187465391,3.7436578351082943,0.0,1,Freed2,-7.8,-7.3,-7.99354
[NH3+][C@@H]1CCc2cc(Br)ccc2N(C(=O)Nc2ccc(C[C@H]3CC(=O)NC3=O)cc2)C1=O,P62166,Q9NPQ8,0.1681860279484437,-6.51761,213_ric8_virtual_library,0.6508262313981256,3.761598385203627,0.0,1,Synthemol,-9.2,-9.1,-7.44274
CC[C@@H](N)C(=O)C(=O)[C@H](N)[C@@H](C)c1ccc(-c2ccccc2S(C)(=O)=O)cc1,P62166,Q9NPQ8,0.1096526936374179,-6.5143,187_ric8_virtual_library,0.7180382336740867,3.4083226095783044,0.0,1,Freed2,-7.1,-7.1,-7.0201
CC[C@@H](N)C(=O)c1cc(NC(N)=O)ccc1-c1ccccc1-c1occc1Br,P62166,Q9NPQ8,0.1365594844820161,-6.50562,199_ric8_virtual_library,0.8104458887443773,3.086133692505098,0.0,1,Freed2,-7.7,-7.3,-6.63147
C=Cc1coc(-c2cc([C@H](C)[C@H](N)C=O)ccc2NC(N)=O)c1,P62166,Q9NPQ8,0.1432871129451736,-6.5056,86_ric8_virtual_library,0.6617628376832139,3.971213158629629,0.0,1,Freed2,-6.9,-6.6,-5.38773
CNCC(=O)c1ccc(-c2cc(C(=O)C(N)=O)ccc2C(=O)C(N)=O)s1,P62166,Q9NPQ8,0.1692765406274886,-6.50455,164_ric8_virtual_library,0.5022410296865802,2.838698940013112,0.0,1,Freed2,-6.7,-6.3,-7.20733
CNC(=O)c1cc(C(=O)C(N)=O)ccc1-c1ccc([C@H](C)[C@@H](N)C=O)s1,P62166,Q9NPQ8,0.1909570359954696,-6.49619,50_ric8_virtual_library,0.6261845202283466,3.706911886108468,0.0,1,Freed2,-6.7,-7.0,-6.96008
CCOC(=O)c1cc(-c2ccc([C@H]3CCC(=O)N3)c(Cl)c2)ccc1C(=O)[C@H](N)CC,P62166,Q9NPQ8,0.2031883701162971,-6.49093,216_ric8_virtual_library,0.8592831728930864,3.380738124073849,0.0,1,Freed2,-8.1,-8.0,-7.06075
C[C@@H](c1ccc(Cl)c(-c2ncc(C(=O)C(N)=O)cn2)c1)[C@@H]([NH3+])C=O,P62166,Q9NPQ8,0.1752282686475431,-6.48783,540_ric8_virtual_library,0.716049264310393,3.997527085672864,0.0,1,Freed2,-7.1,-6.6,-6.58909
CNC(=O)[C@@H](C)Oc1ccc([S@@](=O)Cl)cc1NC(=O)c1ccc(S(N)(=O)=O)cc1Cl,P62166,Q9NPQ8,0.2294033969955071,-6.47779,102_ric8_virtual_library,0.6500075529809898,3.4456386546577225,0.0,1,Taiga,-7.0,-6.7,-5.55904
COCc1ccc(-c2cc3c(cc2[C@@H](C)[C@@H]([NH3+])C=O)OCCO3)cc1S(C)(=O)=O,P62166,Q9NPQ8,0.0960369159703335,-6.4757,308_ric8_virtual_library,0.7591254650152681,3.9213097357484505,0.0,1,Freed2,-6.4,-6.6,-7.23647
CC(=O)NCC#Cc1ccc(-c2ccc([C@@H](C)NC(=O)CC(C)(C)C)cc2)c(C(=O)[O-])c1,P62166,Q9NPQ8,0.0334895683636052,-6.47299,467_ric8_virtual_library,0.8276367798462758,3.2935008875858527,0.0,1,Hgraph,-7.8,-8.2,-6.47417
COc1ccc(NC(=O)[C@@H](C)NC(=O)c2ccc(Cl)cc2NC(C)=O)cc1S(C)(=O)=O,P62166,Q9NPQ8,0.0449368214307486,-6.47255,430_ric8_virtual_library,0.6778680579322766,2.5909068672001627,0.0,1,Taiga,-7.5,-7.5,-4.08844
CC(=O)N[C@@H](C)C(=O)NNC(=O)CCn1c2c3ccccc3c(=O)c=2sc2ccc(C)cc21,P62166,Q9NPQ8,0.0088082292833045,-6.47027,279_ric8_virtual_library,0.7080510864975613,3.284083581200421,0.0,1,Hgraph,-8.7,-8.7,-6.6685
CC[C@@H](N)C(=O)c1cc(-c2nc(-c3cccc4c3OCO4)cs2)ccc1S(N)(=O)=O,P62166,Q9NPQ8,0.0727408269622171,-6.46519,426_ric8_virtual_library,0.6330952039930016,3.257357323437769,0.0,1,Freed2,-7.4,-7.7,-5.6188
Cc1nc(-c2ccc(NC(=O)[C@H](C)NC(=O)CCS(C)(=O)=O)cc2)n[nH]1,P62166,Q9NPQ8,0.1045701536230655,-6.46233,545_ric8_virtual_library,0.6208153690002133,2.750300491043907,0.0,1,Hgraph,-7.1,-6.9,-6.84459
CC[C@@H](N)C(=O)C(=O)Cc1ccccc1-c1cnc(NC(N)=O)nc1,P62166,Q9NPQ8,0.0711305115619371,-6.45887,394_ric8_virtual_library,0.5938343039909486,3.121209156594329,0.0,1,Freed2,-7.3,-6.8,-6.31438
C[C@H](c1ccc(-c2ccc(-c3ccccc3N)s2)cc1S(C)(=O)=O)[C@H](N)C=O,P62166,Q9NPQ8,0.0798286855339238,-6.45833,405_ric8_virtual_library,0.8693489324528163,3.5195598513973803,0.0,1,Freed2,-7.2,-7.5,-6.35733
NCC(=O)N(C=O)c1cc(S(N)(=O)=O)ccc1-c1ccc(Br)cc1,P62166,Q9NPQ8,0.0810676658252682,-6.45652,337_ric8_virtual_library,0.7751420559955806,2.692227123516645,0.0,1,Freed2,-6.5,-6.9,-6.87079
C=Cc1cc(-c2ccc(Br)c(NC(N)=O)c2)ccc1C(=O)[C@H]([NH3+])CC,P62166,Q9NPQ8,0.2506090744021493,-6.45269,154_ric8_virtual_library,0.5180421433553526,3.526205438317721,0.0,1,Freed2,-7.5,-8.0,-7.41827
CC[C@@H](N)C(=O)C(=O)[C@@H](N)[C@@H](C)c1ccc(-c2ccccc2S(C)(=O)=O)cc1,P62166,Q9NPQ8,0.0992628057803606,-6.45053,187_ric8_virtual_library,0.7180382336740867,3.4083226095783044,0.0,1,Freed2,-7.4,-7.1,-7.56894
C=Cc1cc(-c2ccc(Br)c(NC(N)=O)c2)ccc1C(=O)[C@H](N)CC,P62166,Q9NPQ8,0.2354347975770317,-6.45022,154_ric8_virtual_library,0.6379124732463406,3.1089047595846893,0.0,1,Freed2,-7.5,-8.0,-8.06579
CC[C@@H](N)C(=O)c1ccc(C(=O)C[C@H]2CCS(=O)(=O)C2)c(-c2ccc3c(c2)OCCO3)c1,P62166,Q9NPQ8,0.2531993170239944,-6.44723,274_ric8_virtual_library,0.6887885491805971,3.4637004027770075,0.0,1,Freed2,-7.5,-8.0,-6.36925
CNCC(=O)c1ccc(-c2nnco2)cc1-c1cc([C@@H](C)[C@@H](N)C=O)cc2c1OCO2,P62166,Q9NPQ8,0.0812635308793185,-6.4437,195_ric8_virtual_library,0.5356477177844465,3.954828063284168,0.0,1,Freed2,-6.9,-7.0,-6.15912
CC(=O)N[C@@H](C)C(=O)NNC(=O)COc1c(-c2ccc(Cl)cc2)nc2ccccc2c1C(=O)NC(C)C,P62166,Q9NPQ8,0.2679909154329763,-6.44108,120_ric8_virtual_library,0.5489070401921545,2.954771056263036,0.0,1,Hgraph,-8.3,-7.8,-7.13693
C[C@@H](NS(C)(=O)=O)C(=O)Nc1ccc(-c2cc(C(=O)N(C)C)no2)cn1,P62166,Q9NPQ8,0.1772587884526119,-6.43826,449_ric8_virtual_library,0.6057153038852788,2.983308164778624,0.0,1,Hgraph,-6.7,-6.7,-6.21678
C[NH2+]CC(=O)C(=O)[C@@H](N)[C@H](C)c1cccc(-c2cccc(C(N)=S)c2)c1,P62166,Q9NPQ8,0.106684691663584,-6.43427,159_ric8_virtual_library,0.6639966838212513,3.867983079422196,0.0,1,Freed2,-7.5,-7.3,-5.92236
COCc1ccc(/C=C/C(=O)Nc2ccc([S@@](C)=O)cc2S(C)(=O)=O)cc1,P62166,Q9NPQ8,0.0903566777845176,-6.4294,318_ric8_virtual_library,0.843238278345163,2.94268953171788,0.0,1,Taiga,-6.9,-7.6,-7.48107
CC[C@H](N)C(=O)c1ccc(-c2nnco2)c(-c2cc3c(cc2C(=O)C(N)=O)OCCO3)c1,P62166,Q9NPQ8,0.2753014244894918,-6.42751,89_ric8_virtual_library,0.5070187010531815,3.4826371210076035,0.0,1,Freed2,-7.3,-7.1,-7.66817
C=Cc1ccnc2c(-c3ccc([C@H](C)[C@H](N)C=O)cc3C(N)=S)cccc12,P62166,Q9NPQ8,0.5041585352022495,-6.42445,16_ric8_virtual_library,0.9004294888439193,3.749982468372939,0.0,1,Freed2,-7.4,-7.6,-6.54535
C[C@H](NS(C)(=O)=O)C(=O)Nc1ccc(-c2cc(C(=O)N(C)C)no2)cn1,P62166,Q9NPQ8,0.2203806738186,-6.42323,449_ric8_virtual_library,0.6057153038852788,2.983308164778624,0.0,1,Hgraph,-6.6,-6.9,-6.8581
CC[C@@H](N)C(=O)c1ccc(C(=O)C[NH2+]C)c(-c2ccc(S(=O)(=O)NC)cc2)c1,P62166,Q9NPQ8,0.2164880799015403,-6.41706,118_ric8_virtual_library,0.5966488902336846,3.473923773476759,0.0,1,Freed2,-6.6,-6.9,-6.3892
CC[C@@H]([NH3+])C(=O)c1cc(-c2nc(-c3cccc4c3OCO4)cs2)ccc1S(N)(=O)=O,P62166,Q9NPQ8,0.0837488359875443,-6.41318,426_ric8_virtual_library,0.7137484224598698,3.5951721586026046,0.0,1,Freed2,-7.4,-7.7,-4.4599
C[C@H]([C@@H](N)C=O)[C@@H](NC=O)c1ccc(-c2ccccc2C(N)=S)cc1,P62166,Q9NPQ8,0.0878459889748983,-6.41244,398_ric8_virtual_library,0.6770383630394012,3.6770292843698753,0.0,1,Freed2,-6.6,-6.7,-7.04203
C[C@@H](c1ccc(-c2ccc(C(=O)C(N)=O)c(S(C)(=O)=O)c2)c(Cl)c1)[C@@H](N)C=O,P62166,Q9NPQ8,0.1689373007496538,-6.41238,125_ric8_virtual_library,0.7146324974524003,3.580678762216291,0.0,1,Freed2,-7.0,-7.5,-7.76191
C[C@H](CC(=O)[O-])NC(=O)[C@@H](C)NC(=O)c1cc(F)ccc1F,P62166,Q9NPQ8,0.0072462728412871,-6.41109,554_ric8_virtual_library,0.5020487386060082,3.1988063677004543,0.0,1,Taiga,-7.2,-6.7,-4.88508
C[C@@H]([C@H](N)C=O)[C@@H](NC=O)c1ccc(-c2ccccc2C(N)=S)cc1,P62166,Q9NPQ8,0.0705482736356228,-6.4049,398_ric8_virtual_library,0.6770383630394012,3.6770292843698753,0.0,1,Freed2,-6.4,-6.8,-7.09202
CC[C@@H](N)C(=O)/N=C(/C(=O)[C@H](N)CC)c1cccc(-c2ccccc2[N+](=O)[O-])c1,P62166,Q9NPQ8,0.0033561806096349,-6.40489,348_ric8_virtual_library,0.6805681430263834,3.531773611113592,0.0,1,Freed2,-7.0,-6.9,-6.17991
C#Cc1ccc(-c2ccc([SH](=O)=O)cc2)c(C(=O)C(=O)NC(=O)CNC)c1,P62166,Q9NPQ8,0.0493581278560692,-6.40092,418_ric8_virtual_library,0.6589977113065281,3.2500157747278333,0.0,1,Freed2,-7.4,-7.3,-7.02652
CC[C@@H]([NH3+])C(=O)c1ccc(-c2nccs2)cc1C(=O)CC(N)=S,P62166,Q9NPQ8,0.1242732956595683,-6.39801,341_ric8_virtual_library,0.7918480858983036,3.788583503233852,0.0,1,Freed2,-6.1,-6.3,-6.64653
CNCC(=O)c1ccc(-c2cc(C(=O)C=O)cc3c2OCO3)c(C(=O)[O-])c1,P62166,Q9NPQ8,0.0709029419064027,-6.39746,366_ric8_virtual_library,0.5332918865369677,3.099743192607253,0.0,1,Freed2,-7.3,-7.1,-5.42522
NS(=O)(=O)c1ccc(-c2ccc(Br)cc2)c(N(C=O)C(=O)C[NH3+])c1,P62166,Q9NPQ8,0.0465773767745766,-6.39595,337_ric8_virtual_library,0.733273238883439,3.072657656061024,0.0,1,Freed2,-6.5,-6.9,-6.0939
CCOC(=O)c1cc(-c2ccc([C@@H]3CCC(=O)N3)c(Cl)c2)ccc1C(=O)[C@H](N)CC,P62166,Q9NPQ8,0.2380564463311489,-6.39286,216_ric8_virtual_library,0.8592831728930864,3.380738124073849,0.0,1,Freed2,-8.0,-8.4,-8.17197
C=Cc1ccc(-c2ccnc3c(C(=O)[C@@H]([NH3+])[C@@H](C)NC(N)=O)cccc23)cc1,P62166,Q9NPQ8,0.1304960181454643,-6.38881,282_ric8_virtual_library,0.6598560545374157,3.6898707020851536,0.0,1,Freed2,-8.6,-7.9,-6.8555
CNS(=O)(=O)c1cccc(-c2ccc(-c3occc3Br)c([C@@H](C)[C@@H]([NH3+])C=O)c2)c1,P62166,Q9NPQ8,0.0994471451641816,-6.38873,141_ric8_virtual_library,0.9124132336315888,3.931000312671526,0.0,1,Freed2,-7.4,-7.7,-7.32017
C#Cc1cc2c(cc1-c1ccc(C=C)cc1S(C)(=O)=O)OCCO2,P62166,Q9NPQ8,0.1217901840370294,-6.38736,238_ric8_virtual_library,0.571710318388929,2.835405479076126,0.0,1,Freed2,-7.3,-7.2,-7.00745
CC[C@H](N)C(=O)c1cc(C(N)=S)ccc1-c1ccc(N2CCOCC2)s1,P62166,Q9NPQ8,0.232467472416208,-6.38377,190_ric8_virtual_library,0.7981352828973963,3.266692518233389,0.0,1,Freed2,-7.2,-6.9,-6.37205
C=C1C(c2ccc(NC(=O)[C@@H](C)NS(C)(=O)=O)cc2)=C(O)C(=O)N1C,P62166,Q9NPQ8,0.0030815714605036,-6.37772,92_ric8_virtual_library,0.4852939171615863,3.1940871742288675,0.0,1,Hgraph,-6.5,-6.9,-7.53068
CC(=O)[C@@H](C)NC(=O)[C@H](C)OC(=O)c1cc(F)ccc1Cl,P62166,Q9NPQ8,0.0275665479645446,-6.37021,479_ric8_virtual_library,0.5291789881591096,2.747508294799255,0.0,1,Taiga,-7.1,-6.3,-5.41312
CC[C@H]([NH3+])C(=O)/C=C\c1cc(-c2ccccc2N)ccc1S(=O)(=O)NC,P62166,Q9NPQ8,0.1721386079743465,-6.36775,169_ric8_virtual_library,0.6777990164371822,3.47944480306991,0.0,1,Freed2,-7.3,-6.9,-3.93244
CNCC(=O)c1ccc(-c2ccc(-c3nnco3)c([C@@H](C)[C@H](N)C=O)c2)s1,P62166,Q9NPQ8,0.0388686948310053,-6.36381,288_ric8_virtual_library,0.623467582981092,3.982804986591562,0.0,1,Freed2,-6.6,-7.3,-6.27386
C=NC(=O)[C@@H]([NH3+])[C@H](C)c1cc(-c2ccc3c(c2)OCCO3)ccc1NC(N)=O,P62166,Q9NPQ8,0.1588172808808061,-6.36351,174_ric8_virtual_library,0.6565796743473983,3.871036974274503,0.0,1,Freed2,-7.1,-7.3,-5.6174
C[NH2+]CC(=O)c1cc(-c2ccc3c(c2)OCO3)ccc1C(=O)C(=O)N[C@H]1CCC(=O)N1,P62166,Q9NPQ8,0.1077715052856686,-6.36053,114_ric8_virtual_library,0.6408955654831666,3.8065761801161626,0.0,1,Freed2,-7.9,-8.1,-9.45379
CC[C@H](N)C(=O)C(=O)Cc1ccccc1-c1cnc(NC(N)=O)nc1,P62166,Q9NPQ8,0.0773242158201747,-6.36002,394_ric8_virtual_library,0.5938343039909486,3.121209156594329,0.0,1,Freed2,-7.1,-7.1,-6.63564
CC[C@H]([NH3+])C(=O)C(=O)C[C@@H](c1ccccc1)c1ccc(C(N)=S)cc1,P62166,Q9NPQ8,0.1911402710614955,-6.35852,494_ric8_virtual_library,0.6548534928993784,3.533663943380456,0.0,1,Freed2,-7.7,-7.1,-7.94428
Cc1ccc(-c2cc(OC(=O)[C@@H](C)NC(=O)[C@@H](C)NC(F)F)no2)cc1Cl,P62166,Q9NPQ8,0.0872334545174937,-6.35451,324_ric8_virtual_library,0.7932077358128695,3.526812082703814,0.0,1,Taiga,-7.6,-7.5,-5.69535
CNCC(=O)C(=O)[C@@H](N)[C@@H](C)c1ccc(-c2ccccc2S(=O)(=O)NC)c(Cl)c1,P62166,Q9NPQ8,0.1572226826874721,-6.35137,480_ric8_virtual_library,0.5886402944650924,3.483348789002889,0.0,1,Freed2,-7.2,-7.2,-6.23762
C[C@H]([C@H](N)C=O)[C@@H](NC=O)c1ccc(-c2ccccc2C(N)=S)cc1,P62166,Q9NPQ8,0.0527329600237178,-6.34631,398_ric8_virtual_library,0.6770383630394012,3.6770292843698753,0.0,1,Freed2,-6.8,-6.7,-7.50697
CN(CC(=O)NC(N)=O)c1ccc(-c2ccccc2N)c(C=S)c1,P62166,Q9NPQ8,0.1155329761262119,-6.34183,252_ric8_virtual_library,0.707923174419267,2.725981755038969,0.0,1,Freed2,-7.6,-6.9,-6.05324
COc1ccccc1C1=C(c2cn(C)c3ccccc23)C(=O)NC1=O,P62166,Q9NPQ8,0.1385607322756208,-6.33838,206_ric8_virtual_library,0.7629931851195898,2.2309236088743667,0.0,1,Hgraph,-8.5,-7.2,-6.76167
C=Cc1cc(C(=O)[C@H]([NH3+])CC)ccc1-c1cccc2c(N3CCCC3=O)ccnc12,P62166,Q9NPQ8,0.0423967467135819,-6.33502,149_ric8_virtual_library,0.7812710824608724,3.5543521262819846,0.0,1,Freed2,-8.1,-8.0,-7.06671
[H]/N=C\S(=O)(=O)c1ccc(-c2ccc(C(=O)CNC)c(C(=O)C(N)=O)c2)cc1,P62166,Q9NPQ8,0.245396189208573,-6.33475,72_ric8_virtual_library,0.5188445575200574,3.2485907430432306,0.0,1,Freed2,0.0,0.0,-7.40918
CC[C@@H]([NH3+])C(=O)c1cc(-c2coc(S(C)(=O)=O)c2)ccc1NC(N)=O,P62166,Q9NPQ8,0.1059723878967196,-6.33446,146_ric8_virtual_library,0.6398710125523955,3.791894835224589,0.0,1,Freed2,-6.6,-7.2,-6.94637
CC[C@@H]([NH3+])C(=O)c1cc(-c2ccccc2/C=C/C(=O)[C@@H](N)CC)ccc1[N+](=O)[O-],P62166,Q9NPQ8,0.0522178525185575,-6.33315,416_ric8_virtual_library,0.6673701952686465,3.834270008387204,0.0,1,Freed2,-7.0,-6.5,-6.45507
CCCn1c(=O)c2c(c(C(=O)NNC(=O)[C@H](C)NC(C)=O)nn2-c2ccc(Cl)cc2Cl)c2ccccc21,P62166,Q9NPQ8,0.1104941953514586,-6.33134,361_ric8_virtual_library,0.5934311194191828,3.15633983454358,0.0,1,Hgraph,-8.0,-8.6,-6.95428
C=Cc1ccc(S(C)(=O)=O)cc1-c1ccc(C(=O)[C@H]([NH3+])CC)cc1,P62166,Q9NPQ8,0.1766471815525397,-6.32655,135_ric8_virtual_library,0.6729228269679965,3.2795330346726903,0.0,1,Freed2,-7.6,-7.2,-6.6541
Nc1ccccc1-c1ccc(C(=O)C[NH3+])c(-c2ncc(S(N)(=O)=O)cn2)c1,P62166,Q9NPQ8,0.1795957705296612,-6.31843,142_ric8_virtual_library,0.6349163695349028,2.9478767310687903,0.0,1,Freed2,-7.3,-6.9,-6.17675
C[C@H](c1ccc(-c2ccc(C(=O)C(N)=O)c(S(C)(=O)=O)c2)c(Cl)c1)[C@@H](N)C=O,P62166,Q9NPQ8,0.264174118688995,-6.31394,125_ric8_virtual_library,0.7146324974524003,3.580678762216291,0.0,1,Freed2,-7.2,-7.3,-8.18665
CC[C@@H](N)C(=O)/C(=N\C(=O)[C@@H](N)CC)c1cccc(-c2ccccc2[N+](=O)[O-])c1,P62166,Q9NPQ8,0.0634543849600534,-6.3083,348_ric8_virtual_library,0.6805681430263834,3.531773611113592,0.0,1,Freed2,-7.1,-7.3,-6.49941
CC[C@H](N)C(=O)/C=C/c1ccccc1-c1ccc([N+](=O)[O-])c(C(=O)[C@@H]([NH3+])CC)c1,P62166,Q9NPQ8,0.035551712800068,-6.30632,416_ric8_virtual_library,0.6673701952686465,3.834270008387204,0.0,1,Freed2,-7.3,-6.6,-7.46645
C[NH2+]CC(=O)c1ccc(Cl)c(-c2ccc(S(C)(=O)=O)s2)c1,P62166,Q9NPQ8,0.1218650907817105,-6.3016,105_ric8_virtual_library,0.7622008667925749,3.180519733792493,0.0,1,Freed2,-6.4,-6.1,-6.86487
C[C@@H](c1ccc(Br)c(-c2cc(-c3ccc4c(c3)OCO4)ccc2S(N)(=O)=O)c1)[C@@H](N)C=O,P62166,Q9NPQ8,0.0496894589014044,-6.30096,243_ric8_virtual_library,0.8520742345530306,3.5405223733906634,0.0,1,Freed2,-8.1,-7.8,-6.09678
C[C@]1(c2cccc(C(=O)N3N=C(c4ccc(N)cc4)CCC3=O)c2)NC(=O)NC1=O,P62166,Q9NPQ8,0.2880443198271338,-6.29772,46_ric8_virtual_library,0.5923531149872939,3.2930424882729348,0.0,1,Synthemol,-9.3,-8.9,-6.30075
CNC(=O)c1cc(C(=O)C(N)=O)ccc1-c1ccc([C@H](C)[C@H](N)C=O)s1,P62166,Q9NPQ8,0.1871106005952497,-6.294,50_ric8_virtual_library,0.6261845202283466,3.706911886108468,0.0,1,Freed2,-6.8,-6.7,-7.88384
COC(=O)c1ccc(NC(=O)c2ccc3c(c2)nc(NC(=O)[C@@H](C)NC(C)=O)c(=O)n3C)cc1,P62166,Q9NPQ8,0.0109388503503154,-6.28644,523_ric8_virtual_library,0.5439153501926596,2.765563567808877,0.0,1,Hgraph,-8.0,-8.6,-6.78202
C[C@H](NS(=O)(=O)CC[C@H]1NC(=O)NC1=O)c1ccc(-c2ccc(N(C)C)cc2)cc1,P62166,Q9NPQ8,0.408701744319115,-6.28366,78_ric8_virtual_library,0.7272808681483335,3.206558513323155,0.0,1,Synthemol,-7.5,-8.4,-8.20968
C[C@H](c1ccc2c(-c3ccccc3C=O)c[nH]c2c1)[C@H]([NH3+])C(=O)NC(N)=O,P62166,Q9NPQ8,0.0893213068839594,-6.28211,207_ric8_virtual_library,0.473437820504816,3.7327818529883214,0.0,1,Freed2,-7.7,-8.1,-8.64556
CC[C@@H]([NH3+])C(=O)c1ccccc1-c1cc(C(=O)C[NH3+])ccc1C(=O)C(N)=O,P62166,Q9NPQ8,0.2964910150259833,-6.28205,35_ric8_virtual_library,0.5742868999919447,3.80647855857403,0.0,1,Freed2,-6.8,-6.4,-5.04343
CNS(=O)(=O)C(=O)C(=O)c1ccc(-c2occc2Br)cc1S(C)(=O)=O,P62166,Q9NPQ8,0.0002184392016204,-6.27631,579_ric8_virtual_library,0.6430843592429794,3.1996533340787403,0.0,1,Freed2,-6.1,-6.5,-7.62833
CCC(=O)N[C@@H](C)c1ccc(Oc2ccccc2C(=O)N[C@@H](C)C(=O)[O-])cc1,P62166,Q9NPQ8,0.0815949902277284,-6.27471,365_ric8_virtual_library,0.7787791318135511,3.0452625487000784,0.0,1,Hgraph,-8.2,-7.8,-6.04533
CNCC(=O)c1cc([C@@H](C)[C@@H](C=O)NC(N)=O)ccc1-c1ccc([N+](=O)[O-])cc1,P62166,Q9NPQ8,0.1221899721231286,-6.27425,524_ric8_virtual_library,0.5399859412146472,3.526569911016219,0.0,1,Freed2,-7.0,-7.2,-6.55944
CC[C@@H]([NH3+])C(=O)CNS(=O)(=O)c1cc(-c2cccc(C(=O)CNC)c2)ccc1Br,P62166,Q9NPQ8,0.1233479365393636,-6.27281,270_ric8_virtual_library,0.5632435471177328,3.4323142436577214,0.0,1,Freed2,-7.7,-7.0,-7.46943
CC[C@@H](N)C(=O)c1ccc(NC(N)=O)c(-c2ccnc3c([C@@H]4CCC(=O)N4)cccc23)c1,P62166,Q9NPQ8,0.4318502129979502,-6.27253,15_ric8_virtual_library,0.601603256088696,3.5909419412385466,0.0,1,Freed2,-7.9,-8.2,-6.10491
C[C@@H](c1ccc(Cl)c(-c2ncc(C(=O)C(N)=O)cn2)c1)[C@H](N)C=O,P62166,Q9NPQ8,0.1487095060219856,-6.26457,540_ric8_virtual_library,0.6827991946462629,3.6820158430693146,0.0,1,Freed2,-7.1,-6.7,-6.23469
C[C@@]1(c2cccc(C(=O)N3N=C(c4ccc(N)cc4)CCC3=O)c2)NC(=O)NC1=O,P62166,Q9NPQ8,0.1773644546846751,-6.25851,46_ric8_virtual_library,0.5923531149872939,3.2930424882729348,0.0,1,Synthemol,-9.3,-9.3,-5.40743
CNC(=O)[C@H](C)NC(=O)c1cc2c(cc1OC(C)=O)O[C@@H](C)C=C2,P62166,Q9NPQ8,0.1955069650393315,-6.25757,534_ric8_virtual_library,0.5359010123057216,3.482424600465764,0.0,1,Hgraph,-7.3,-6.8,-6.1935
C[C@H](C(N)=O)[C@@H]([NH3+])C(=O)c1cc(-c2ccccc2)ccc1-c1occc1Br,P62166,Q9NPQ8,0.1458368664140702,-6.25463,51_ric8_virtual_library,0.7799141897273681,3.686397237603707,0.0,1,Freed2,-7.9,-7.6,-6.81399
CNCC(=O)c1cc([C@@H](C)[C@H](C=O)NC(N)=O)ccc1-c1ccc([N+](=O)[O-])cc1,P62166,Q9NPQ8,0.1457712749469853,-6.25184,524_ric8_virtual_library,0.5399859412146472,3.526569911016219,0.0,1,Freed2,-7.3,-7.7,-6.50026
C[C@@]1(c2ccc(N)cc2)C(=O)NC(=O)N1C(=O)c1ccc(C[C@@H]2CC(=O)NC2=O)cc1,P62166,Q9NPQ8,0.0377581286944037,-6.24995,501_ric8_virtual_library,0.6168206651374664,3.5412252620156703,0.0,1,Synthemol,-8.7,-8.4,-5.23073
CC[C@@H]([NH3+])C(=O)C(=O)[C@H](N)[C@@H](C)c1ccc(-c2ccccc2S(C)(=O)=O)cc1,P62166,Q9NPQ8,0.0221050635864987,-6.24511,187_ric8_virtual_library,0.7556372682651167,3.801012455732149,0.0,1,Freed2,-7.1,-7.1,-6.63024
C[C@@H](C(=O)Nc1ccc(S(C)(=O)=O)cc1)C(=O)c1ccc(NC(N)=O)cc1,P62166,Q9NPQ8,0.019609434723721,-6.24329,503_ric8_virtual_library,0.6863228510662915,2.522556956888044,0.0,1,Taiga,-7.4,-7.5,-5.8917
[H]/N=C\S(=O)(=O)c1ccc(-c2ccc(C(=O)C[NH2+]C)c(C(=O)C(N)=O)c2)cc1,P62166,Q9NPQ8,0.1432949125272903,-6.23401,72_ric8_virtual_library,0.5629638661892785,3.762150054784121,0.0,1,Freed2,0.0,0.0,-9.13515
CS(=O)(=O)Nc1ccccc1-c1cc(C(=O)C(N)=O)ccc1C(=O)C(N)=O,P62166,Q9NPQ8,0.248742498926036,-6.23383,85_ric8_virtual_library,0.5603300225113088,2.513641346453406,0.0,1,Freed2,-7.0,-6.5,-5.5432
CS(=O)(=O)Nc1ccc(N(CC2CC2)c2cccc3c2C(=O)N([C@H]2CCC(=O)NC2=O)C3=O)cc1,P62166,Q9NPQ8,0.5511363526078517,-6.23145,2_ric8_virtual_library,0.6588849120627792,3.3456444136452443,0.0,1,Synthemol,-8.3,-8.7,-6.10661
CC(=O)N[C@@H](C)C(=O)N[C@H](C)c1nc2ccc(N3CCOCC3=O)cc2[nH]1,P62166,Q9NPQ8,0.0671538780549043,-6.22617,512_ric8_virtual_library,0.6860834131768951,3.254037237603709,0.0,1,Hgraph,-7.8,-7.3,-5.66558
